customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
0820-UNCPQ,0,3,103.45,1729.35,Male,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Electronic check,No
7932-KBSGN,1,2,54.2,2313.8,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
2988-MEMYR,0,29,74.45,1470.05,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),No
6423-EYPAS,1,60,19.7,599.25,Female,No,No,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,No
0056-GNQAQ,0,68,89.4,5420.65,Male,No,No,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
0061-BIPYA,0,1,20.4,79.15,Female,No,Yes,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
9296-CVNCQ,0,2,19.3,1742.45,Male,Yes,No,No,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes
5950-CXDUO,0,32,18.85,1180.95,Male,No,Yes,Yes,No phone service,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,No
4728-WZSGY,0,1,60.25,3474.45,Male,No,No,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
7562-YYATZ,1,65,35.75,342.4,Male,Yes,No,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),No
9890-WOCHH,0,2,24.3,147.15,Female,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,No
7194-QFJKK,0,71,104.05,1901.25,Male,No,Yes,Yes,No,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),No
1173-QLSCA,1,12,24.6,2807.65,Female,No,No,Yes,No,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,No
5474-JUFLU,0,10,89.6,279.3,Female,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,No
0887-GKFWV,0,42,101.4,134.6,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,Yes
7746-YFAIL,0,55,20.35,8124.2,Female,No,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),No
6861-EDDVU,0,47,19.05,7009.5,Female,Yes,No,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,No
8517-CRTKG,0,1,80.8,1096.6,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),Yes
2835-WZGAH,0,68,94.2,2364.0,Male,No,No,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Electronic check,No
4532-NHTVP,0,5,19.75,198.6,Female,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),No
9622-XVNKH,0,66,50.15,2070.75,Male,No,No,No,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
2224-CRFXV,1,66,108.85,937.5,Male,Yes,No,No,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,Yes
5767-DDZRC,0,45,19.95,244.45,Male,Yes,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
1178-CHLBL,0,39,55.6,8543.25,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),Yes
4838-MRISW,1,26,74.4,4126.2,Female,No,No,Yes,Yes,DSL,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,No
6576-KQSPG,1,42,19.2,595.05,Female,No,No,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,Yes
0101-IDARY,0,12,84.5,4039.5,Female,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,No
7196-SBHMX,1,64,105.55,5458.8,Male,No,No,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,No
0449-FMOAW,0,48,92.0,2524.45,Male,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,Yes
9249-YKBXG,0,23,75.5,1411.9,Male,No,No,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,No
1736-YNVCN,1,27,60.2,4747.2,Male,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,No
6469-GNGPE,0,18,90.95,2177.45,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
6608-YKYVA,0,40,95.65,263.05,Female,No,No,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,Yes
5198-KZIPK,0,46,53.75,7920.7,Male,No,No,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
0497-VQMNA,0,49,84.85,259.65,Male,Yes,No,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,No
6557-RGZLE,0,16,61.0,317.25,Female,Yes,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,No
9619-HCZCH,0,27,80.8,442.2,Female,No,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
2052-DBWMC,0,14,60.0,1498.85,Male,No,Yes,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),No
4942-QEBOP,0,11,105.35,3646.8,Female,Yes,No,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,No
1179-ZXYWT,0,46,49.2,4820.15,Male,No,Yes,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,No
4389-KBCOA,0,13,19.6,1278.8,Female,No,Yes,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),No
1711-BTJUS,0,18,45.8,292.8,Female,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,Yes
7064-SUWFP,0,5,34.8,7751.7,Female,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,Yes
0685-ZAOYT,0,37,89.85,6125.4,Female,Yes,Yes,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),No
3890-TVUPE,0,27,105.25,7430.75,Female,No,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,No
9786-ASQJA,1,13,90.8,1258.35,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
7765-ACEYY,0,46,49.25,69.25,Female,No,No,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),No
6305-VWZPV,1,38,94.95,85.7,Male,Yes,No,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,No
9582-BDJHH,0,2,105.2,98.5,Female,No,No,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),Yes
9161-HYILZ,0,35,19.55,7581.5,Male,No,Yes,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),No
3377-KYKKE,0,9,101.4,228.4,Male,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
1075-BTPLB,1,47,85.9,7132.15,Male,No,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),No
9495-KWHDA,0,32,61.4,2108.35,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),No
9200-DLSWP,0,68,20.5,1886.4,Female,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
2040-HBIMH,0,6,24.85,1348.9,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,No
5219-DDRPM,0,52,104.5,3169.55,Male,No,No,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes
8225-GTIGS,0,49,83.5,3021.6,Female,Yes,No,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
8399-VZCBR,0,37,19.1,2043.45,Male,No,No,Yes,No,No,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes
4668-RQBMG,0,72,19.45,953.65,Male,Yes,Yes,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
9279-RSQQE,0,35,50.35,1003.05,Female,Yes,No,Yes,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes
0047-QPWXJ,1,71,59.85,776.25,Male,No,No,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,No
4821-TEZCX,0,5,71.1,1553.9,Male,Yes,Yes,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,No
5870-MVEDZ,0,35,20.2,2809.05,Female,Yes,No,Yes,No,No,No,Yes,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),No
9678-HCDAB,0,3,115.5,141.1,Male,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,Yes
1980-RRNHN,0,41,25.1,3414.65,Male,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),Yes
2784-EROBR,0,65,54.2,2997.45,Male,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,Yes
8038-NCMLQ,1,39,89.55,593.75,Male,Yes,No,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),No
7684-QKYKF,0,54,94.35,40.2,Female,Yes,No,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,Yes
7282-ZWWRL,0,1,19.3,20.15,Male,Yes,No,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,No
5173-FQHAN,0,17,80.1,18.8,Male,No,No,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,No
8301-WOQKS,0,38,105.35,2193.65,Male,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),No
4628-MZPTD,0,66,68.4,854.9,Male,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,No
2000-SDXWU,0,7,20.75,874.8,Female,No,No,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,Yes
4595-POROK,0,40,86.6,6424.25,Female,No,No,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,Yes,Mailed check,Yes
4238-CYLFP,0,17,24.9,345.5,Male,Yes,Yes,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,No
3181-BJNWT,0,1,65.85,593.45,Male,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,No
8731-BGDGZ,0,56,91.35,6368.2,Female,No,No,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,No
9012-EQYQO,0,4,20.5,6480.9,Male,No,No,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,No
9594-XYMTR,0,1,20.25,255.55,Female,Yes,No,Yes,No,DSL,No,No internet service,No,No internet service,No,No,One year,No,Mailed check,Yes
4257-YQLDW,0,20,53.1,3549.25,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No
0529-XTQKJ,0,6,60.65,3361.05,Male,No,No,Yes,No,No,No internet service,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,No
9028-SBNYP,0,37,69.65,644.35,Male,No,No,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
1312-YXMRI,1,63,55.35,5597.65,Female,No,No,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,Yes
8012-SDACE,0,69,34.65,45.85,Male,Yes,No,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),Yes
9281-KFCAV,0,70,88.45,2497.2,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,No
0280-ZJAET,0,72,98.35,3313.4,Male,No,Yes,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,No
1431-TQSPP,1,17,40.7,1716.45,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,No
0967-WYZOK,0,13,70.15,2024.1,Male,No,No,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
3132-DKTQD,0,20,40.45,4900.65,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,No
7559-OSFOT,0,18,89.9,46.2,Female,Yes,Yes,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes
4770-NOCVU,0,9,78.75,174.65,Female,Yes,No,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),Yes
8635-WLVZQ,0,15,79.4,1468.75,Female,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
8341-TOUHK,0,41,30.35,219.65,Male,Yes,No,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,No
0360-MXLQQ,0,17,25.15,4689.15,Female,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No
4040-XCVHH,0,18,71.25,7854.15,Male,Yes,Yes,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes
2852-JCNQW,0,27,80.7,90.55,Female,No,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,No
0778-TWRMB,0,1,55.3,4828.05,Female,No,No,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),No
3063-KTLYB,0,56,59.45,5436.45,Female,No,No,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),No
5916-GEGIU,0,1,20.15,5708.2,Female,Yes,No,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,Yes
6302-ALKXD,1,4,65.2,6654.1,Male,Yes,No,Yes,No phone service,No,No internet service,No,No,Yes,No,No,Two year,Yes,Electronic check,No
3602-LKIUR,1,9,98.25,523.15,Female,Yes,No,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,No
2371-IFQIZ,0,20,89.1,324.6,Female,No,No,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),No
4553-RSUDY,0,25,62.85,1128.1,Male,No,No,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,No
7390-TQSOV,0,5,25.0,786.3,Male,Yes,No,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),No
1467-NKOSU,0,2,70.7,3618.7,Female,No,No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,No
0393-WHQWM,0,24,94.6,1867.7,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),Yes
2947-VWTFS,0,68,84.3,19.75,Female,Yes,No,Yes,No,DSL,No,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,No
4645-BAJVQ,0,13,100.5,581.7,Male,No,No,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,Yes
7210-KQVCK,0,55,113.2,834.1,Male,No,No,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,No
8361-AZIKP,0,4,81.5,4586.15,Female,Yes,Yes,Yes,Yes,No,No internet service,No,No,Yes,No,No,One year,No,Electronic check,No
5603-VSGII,0,45,101.15,95.55,Female,Yes,No,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,No
7197-PPENR,0,5,94.25,2220.1,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),No
0317-IKZUP,0,1,85.45,1614.2,Female,Yes,No,No,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,No
1383-PECTZ,1,5,80.3,558.8,Female,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,Yes
9460-YOUDM,0,27,49.2,5625.55,Female,No,Yes,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),No
9021-QMGSV,0,1,108.75,3122.4,Female,Yes,No,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,No
0411-YERMH,0,46,19.2,1064.95,Male,No,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
8386-XPECE,0,23,49.4,868.5,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),No
2382-THPUY,1,68,19.6,2666.75,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),No
3060-EDKTK,0,1,77.15,272.95,Male,No,No,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes
9697-MFSBD,0,37,95.4,1028.9,Female,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
1103-OBFAZ,0,71,19.4,251.75,Male,No,No,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),No
8524-MCGAZ,0,18,43.8,3208.65,Female,No,No,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,Yes
8223-LKKPP,0,67,105.55,446.8,Female,No,No,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,No
8873-PPJDR,0,1,75.6,190.1,Female,No,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,No
6996-QTGRJ,0,13,36.45,246.5,Male,No,No,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),No
7321-AUFNP,0,68,80.8,1096.65,Male,No,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,No
9000-WOBGB,0,11,61.35,2390.45,Male,No,No,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No
0226-PWCHB,1,69,109.65,3067.2,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),No
2293-FXROZ,0,40,69.65,3913.3,Male,Yes,No,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,Yes
9164-SWHIQ,1,1,81.25,1698.55,Male,No,No,No,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,No
6207-JIAJG,0,25,84.8,89.05,Female,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Mailed check,No
1000-RZNLL,0,41,20.4,7009.5,Male,No,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,No
1005-TAIHU,0,54,84.1,780.25,Female,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),No
2701-OQNMW,1,8,19.45,1732.95,Male,Yes,No,Yes,No phone service,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
1457-WDRGW,0,71,70.0,2649.15,Female,No,Yes,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,Yes
7720-JJJFV,0,7,79.5,1028.75,Female,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,No
2980-GESUI,0,17,94.75,5683.6,Female,No,No,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,No
0051-STPTI,0,9,80.5,204.7,Male,Yes,Yes,No,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,No
3856-SWQFN,0,52,19.95,1235.55,Female,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),Yes
2919-OBZHR,0,72,103.15,301.4,Male,No,Yes,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Electronic check,No
6594-VTJVY,0,43,53.85,336.7,Male,No,No,Yes,No,No,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),No
0976-SQIOC,0,43,18.95,4566.5,Male,Yes,No,Yes,Yes,No,No,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,No
1782-TWGIV,0,7,70.3,1090.65,Male,Yes,No,Yes,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,No
3445-GYSGO,1,28,19.35,817.95,Male,No,No,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),Yes
1323-UDKBO,0,28,94.95,3521.7,Female,No,No,No,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,No
5845-FBSEK,0,19,94.95,2015.8,Female,No,No,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,No
8840-CEEBE,1,72,46.0,1254.7,Male,No,No,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),Yes
5621-ZGZOE,0,2,90.05,5309.5,Male,Yes,No,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,No
6901-UFWKC,0,67,60.8,5206.55,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,Yes
8992-DRLFG,0,57,79.2,1436.95,Male,No,No,Yes,No,No,No,Yes,No internet service,No,No internet service,No,Two year,No,Mailed check,No
8616-AWSKI,0,12,20.45,7082.45,Male,Yes,Yes,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,No
0558-QCZUK,0,21,104.45,20.55,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),Yes
6898-DRXTI,0,2,64.1,4680.05,Male,Yes,Yes,Yes,No,DSL,No,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),No
7245-HVCFB,0,5,93.6,5251.75,Female,No,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,No
1757-HFMZC,0,52,104.25,998.1,Male,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
7336-VJNHV,0,58,55.8,92.5,Female,No,Yes,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),No
6196-FAYEQ,1,22,70.55,2897.95,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
4048-IRVWP,0,71,107.4,326.65,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
0232-OYIAI,0,5,98.65,4747.5,Male,No,No,Yes,Yes,No,Yes,No,No internet service,No,No,No,One year,No,Mailed check,No
9819-NZOCS,0,47,75.05,53.55,Female,No,No,Yes,No phone service,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),No
8530-RVVDJ,0,27,94.8,3848.8,Male,Yes,No,No,Yes,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),No
9591-HHGZG,0,3,70.1,779.2,Male,Yes,Yes,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,No
5062-JRLGJ,1,3,64.05,5511.65,Female,No,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),Yes
6032-KHWIJ,0,25,25.25,150.85,Male,No,No,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
0043-XMFDJ,0,61,19.45,5038.15,Female,No,No,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,No
7669-EZCNQ,0,27,19.4,1128.1,Male,No,Yes,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),No
7398-LTCMJ,0,70,79.8,131.05,Female,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),No
6769-TGQKR,0,1,83.2,3437.5,Female,No,No,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
5597-IRLEE,0,49,116.05,1951.0,Male,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),No
2289-ENPJK,0,12,20.95,54.7,Female,No,No,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,No
5898-CYDKS,0,22,84.45,3229.65,Male,No,No,Yes,Yes,DSL,No,No internet service,No,No,No,No,Two year,Yes,Electronic check,Yes
